# eto sig
1.331731525493773122e-03 2.739683488607855111e+02
1.331959192160439651e-03 2.762098118996818243e+02
1.356358451419698930e-03 2.784583911819196942e+02
1.356862081049328619e-03 2.808534393281148027e+02
1.374115673641921080e-03 2.832507488106729170e+02
1.378804044012291391e-03 2.854499144995874644e+02
1.392277155123402763e-03 2.879379668019840892e+02
1.395792747715995106e-03 2.901176128354678099e+02
1.418034081049328581e-03 2.926063653304824470e+02
1.424219451419698936e-03 2.950157709977565901e+02
1.441949081049328585e-03 2.977373161037690465e+02
1.444416044012291657e-03 3.003564866186979998e+02
1.470698673641921209e-03 3.031502623091092232e+02
1.470417192160439592e-03 3.055038633392156839e+02
1.485964081049328698e-03 3.080055944045413980e+02
1.500880414382661874e-03 3.103648148376479980e+02
1.504125562530809947e-03 3.129696099694411942e+02
1.525166525493773170e-03 3.152865151905095331e+02
1.527488636604884282e-03 3.177652863683071018e+02
1.535424895864143362e-03 3.188291325961644134e+02
1.541690266234513676e-03 3.213996825930822183e+02
1.565184451419698993e-03 3.238139288776896478e+02
1.567352006975254513e-03 3.262159753776529101e+02
1.586902895864143346e-03 3.290833713204648348e+02
1.595764932901180518e-03 3.317831818760304827e+02
1.612040303271550798e-03 3.348589137019707778e+02
1.628365377345624906e-03 3.373338016686678316e+02
1.644164747715995281e-03 3.401388161650793336e+02
1.661806044012291471e-03 3.427617341394787900e+02
1.665284377345624747e-03 3.455722358596715935e+02
1.686743414382661961e-03 3.481063365439318886e+02
1.694671377345624824e-03 3.507906464067973502e+02
1.713140562530810060e-03 3.532629443752902603e+02
1.718924414382662011e-03 3.562192254840564374e+02
1.736081451419698926e-03 3.586052211399767202e+02
1.738656044012291523e-03 3.612620591598218880e+02
1.776000006975254593e-03 3.636266024857894195e+02
1.768608747715995312e-03 3.663026958026278521e+02
1.787747081049328611e-03 3.688056343429784647e+02
1.803120118086365626e-03 3.717037172989951159e+02
1.810359599567847077e-03 3.744462931904250809e+02
1.819238192160439619e-03 3.774139667188779868e+02
1.833472932901180621e-03 3.807525279901612407e+02
1.856489710678957969e-03 3.844619412801616818e+02
1.862056969938217588e-03 3.879129977837867500e+02
1.878521377345624983e-03 3.908137957724036369e+02
1.894377303271550708e-03 3.938356270564076453e+02
1.908031192160439607e-03 3.964813548770599141e+02
1.916186821790069432e-03 3.993473218553455126e+02
1.938117747715995291e-03 4.016323433054181464e+02
1.947101192160439814e-03 4.042946828386900506e+02
1.961164858827106269e-03 4.065919219354634606e+02
1.974865636604883953e-03 4.092253606611886880e+02
1.983901562530810282e-03 4.115654686937545534e+02
2.001386969938217381e-03 4.141611113077560731e+02
2.006351266234513570e-03 4.165162591919624901e+02
2.025085340308587986e-03 4.192218249021582324e+02
2.034685525493773114e-03 4.217276928197879329e+02
2.046047673641921381e-03 4.241443933509694943e+02
2.062538303271550712e-03 4.271124955687803322e+02
2.089509377345625044e-03 4.301421861576796459e+02
2.085898636604884351e-03 4.331819152223769152e+02
2.119397266234513896e-03 4.361528039210143106e+02
2.126932006975254790e-03 4.398635032790884907e+02
2.144294599567846907e-03 4.430591680977305487e+02
2.163493673641921165e-03 4.463339975511358944e+02
2.176544599567847068e-03 4.489910499156599712e+02
2.193039340308588093e-03 4.520638237850305359e+02
2.204996155123402704e-03 4.544599472270317051e+02
2.216660451419699002e-03 4.575551558394670337e+02
2.231026266234513705e-03 4.602521120383912034e+02
2.243477006975254373e-03 4.631230089442929057e+02
2.250806192160439631e-03 4.658105697014559041e+02
2.263503895864143328e-03 4.684579408313135787e+02
2.278594081049328379e-03 4.708096949247697012e+02
2.291044821790069047e-03 4.733025949893222446e+02
2.302071710678958109e-03 4.759160639357907598e+02
2.311151747715995460e-03 4.786448503195407511e+02
2.324532451419698310e-03 4.817316994894964637e+02
2.341321081049328214e-03 4.845795900665229965e+02
2.350737784753031967e-03 4.879022541074499486e+02
2.374067747715994693e-03 4.905831344554519546e+02
2.389454599567846817e-03 4.933254602780896789e+02
2.396983821790069254e-03 4.957151176556088785e+02
2.421271340308587313e-03 4.988669847115163520e+02
2.431972562530809821e-03 5.014448009930509897e+02
2.455984118086365370e-03 5.042197072068909165e+02
2.459863969938217050e-03 5.069527090359938484e+02
2.477461118086365585e-03 5.094880850710939058e+02
2.491349562530809601e-03 5.117711416949427417e+02
2.494299451419698666e-03 5.140023983547091575e+02
2.517630784753032390e-03 5.163630477523422542e+02
2.513675081049328644e-03 5.185684044300674032e+02
2.533319784753032110e-03 5.207444673350012181e+02
2.540306784753032076e-03 5.229185296895979036e+02
2.553306636604884237e-03 5.252756424000280049e+02
2.563922340308587896e-03 5.271976711362789274e+02
2.565351747715994592e-03 5.296019039519675289e+02
2.574418006975254334e-03 5.317007670483618540e+02
2.590021451419699007e-03 5.336657361686313834e+02
2.588731414382661362e-03 5.359157122636937629e+02
2.618250895864143203e-03 5.384509454023411763e+02
2.621392525493772795e-03 5.407509709799412576e+02
2.628986599567847016e-03 5.432193643028657561e+02
2.660578451419698745e-03 5.459710498431514907e+02
2.666400932901180111e-03 5.503325710947801781e+02
2.693850821790068958e-03 5.550402590029320891e+02
2.725841414382661979e-03 5.605540258004333509e+02
2.742129192160439304e-03 5.660131704289124173e+02
2.773857636604884058e-03 5.704588934152598085e+02
2.793510599567846676e-03 5.739673228446202984e+02
2.804454673641920952e-03 5.768408276107827533e+02
2.822784488456736053e-03 5.793854561911914516e+02
2.831086377345624384e-03 5.817443551072796026e+02
2.842320192160439213e-03 5.840554551599592514e+02
2.860666562530809684e-03 5.858736696233662542e+02
2.863108710678958016e-03 5.878676824476350475e+02
2.887862562530809848e-03 5.895271746762708744e+02
2.884536006975254186e-03 5.914888929022426964e+02
2.911443636604883495e-03 5.932230128032704215e+02
2.922914784753031636e-03 5.952088805297385079e+02
2.933954044012291110e-03 5.968590130407261540e+02
2.933897488456735543e-03 5.987357436014898440e+02
2.955098525493772815e-03 6.001917870056777247e+02
2.959559229197476164e-03 6.021577921252286387e+02
2.982428377345624874e-03 6.040020851912428270e+02
2.985066414382661626e-03 6.058612394883311936e+02
3.001616377345624719e-03 6.076552330030156099e+02
3.015532377345624820e-03 6.092056595141730213e+02
3.019185932901180102e-03 6.111521235438253825e+02
3.037706155123402231e-03 6.127492057467699169e+02
3.042239969938217384e-03 6.146781292368607410e+02
3.059489451419698369e-03 6.162030130071083249e+02
3.074318858827105715e-03 6.181835221166027168e+02
3.094056006975254118e-03 6.197485597900424636e+02
3.109562858827105963e-03 6.217034547104008197e+02
3.127637414382661383e-03 6.229608363213041002e+02
3.146367340308587474e-03 6.247472563239983856e+02
3.166987525493772642e-03 6.259790237457656303e+02
3.196357969938217348e-03 6.271887493897131662e+02
3.208509340308587747e-03 6.280986425519062095e+02
3.239652747715995006e-03 6.290177168111814581e+02
3.261114562530809547e-03 6.297749965619535715e+02
3.300994488456735799e-03 6.302317293487080860e+02
3.321387006975254439e-03 6.305292040389939530e+02
3.361286229197476758e-03 6.301676760138117288e+02
3.391728784753031758e-03 6.299791241445515197e+02
3.428537377345624530e-03 6.288953259994941618e+02
3.453850044012291270e-03 6.282640809199515388e+02
3.494919303271550644e-03 6.266313103279596817e+02
3.515258006975254413e-03 6.252005238717763405e+02
3.547396229197476505e-03 6.226505723985069380e+02
3.567472784753032006e-03 6.200433551718414265e+02
3.596957784753032107e-03 6.164831972266247249e+02
3.624246192160439708e-03 6.135642871126354976e+02
3.657515821790069226e-03 6.104939067588467196e+02
3.687941784753032224e-03 6.081081790337751727e+02
3.718656118086365644e-03 6.057805744408154851e+02
3.747033155123402279e-03 6.038576168776224904e+02
3.785245006975254158e-03 6.023663494978585504e+02
3.803494636604883971e-03 6.010753872205846164e+02
3.831409451419698527e-03 5.999791928082606773e+02
3.863346488456735270e-03 5.987574638622912744e+02
3.878393895864143230e-03 5.980594504152519448e+02
3.907802784753031805e-03 5.969946574983960090e+02
3.930716118086365236e-03 5.967271553390515919e+02
3.945868340308587678e-03 5.958423762284102168e+02
3.988369821790068576e-03 5.957738931034820098e+02
3.996785006975254670e-03 5.950710569011662301e+02
4.031958710678957940e-03 5.952447475393514651e+02
4.063412414382661618e-03 5.948544258789620471e+02
4.077411303271550637e-03 5.948771464149318717e+02
4.109597599567847183e-03 5.945464482994070750e+02
4.140403155123402804e-03 5.946201828689698914e+02
4.163368710678958147e-03 5.945027934331251345e+02
4.190740192160439560e-03 5.945275145194319748e+02
4.212327599567846845e-03 5.945274430712056528e+02
4.228989081049328545e-03 5.945194051457445994e+02
4.265003155123402688e-03 5.947572205670527410e+02
4.268330932901180652e-03 5.946505840892692731e+02
4.313906488456735293e-03 5.948556762229226251e+02
4.324516488456735600e-03 5.945812078615119844e+02
4.357142044012291687e-03 5.949986798479033041e+02
4.376110562530810023e-03 5.947126368738288420e+02
4.401666118086365598e-03 5.951198917638562307e+02
4.420775377345624417e-03 5.948438872655796104e+02
4.450210562530809710e-03 5.953071575650425302e+02
4.464297969938217300e-03 5.950103259087935612e+02
4.494809451419699148e-03 5.954677017295850874e+02
4.527026118086365306e-03 5.953396665080183539e+02
4.537997969938216761e-03 5.954467673992729715e+02
4.570984636604883550e-03 5.953166959032563454e+02
4.590679081049328127e-03 5.955710515889578573e+02
4.623053155123402203e-03 5.956293176175221333e+02
4.647109821790069116e-03 5.958236925172275278e+02
4.669923155123402274e-03 5.959021426697273682e+02
4.702363525493772831e-03 5.960401091947525174e+02
4.717264636604883918e-03 5.964036377702717573e+02
4.753217229197476655e-03 5.963459076034048394e+02
4.775848340308586938e-03 5.967568778012008579e+02
4.811685006975254149e-03 5.966261632711473339e+02
4.826635747715995149e-03 5.970312389902720724e+02
4.870191303271550511e-03 5.967987821859379665e+02
4.877082414382661463e-03 5.972561222826162748e+02
4.920838710678957818e-03 5.970100545911681138e+02
4.941981673641920696e-03 5.972679826881854979e+02
4.982532784753031241e-03 5.971853885385588683e+02
4.998344636604884310e-03 5.976000025958973083e+02
5.030389821790069715e-03 5.977291452649718622e+02
5.062123895864142388e-03 5.979232700958849591e+02
5.092790562530809077e-03 5.978468562178350112e+02
5.118212784753031243e-03 5.981666584788461023e+02
5.150502044012290719e-03 5.981554768314269950e+02
5.171355006975254451e-03 5.983299176759887814e+02
5.204692784753031133e-03 5.985109317573719636e+02
5.230085377345624134e-03 5.983945783208088187e+02
5.251984636604883731e-03 5.987463536630983754e+02
5.283632414382661777e-03 5.984840315001622457e+02
5.312306488456736142e-03 5.988272330552932772e+02
5.334080932901180509e-03 5.986495413164340107e+02
5.374369451419698865e-03 5.991393903560880290e+02
5.400462784753031625e-03 5.989605911697208285e+02
5.433289821790068287e-03 5.993374805635619396e+02
5.459112784753031994e-03 5.991244576767870740e+02
5.498985006975254212e-03 5.994382940109004494e+02
5.523897599567846595e-03 5.992940043178458609e+02
5.565529081049327455e-03 5.995690799891801817e+02
5.592765377345624775e-03 5.994794481892611202e+02
5.633807599567846984e-03 5.996463512459459935e+02
5.657662414382661799e-03 5.998410833867828842e+02
5.692120562530810293e-03 5.999109954762375310e+02
5.725722044012292004e-03 6.001784976355819481e+02
5.749034266234513690e-03 5.999792642564868856e+02
5.793277599567847082e-03 6.002969230707083170e+02
5.812698710678958214e-03 6.000774341194514818e+02
5.852492414382660935e-03 6.003485086901117711e+02
5.882118340308588149e-03 5.999926250748089842e+02
5.921755377345624266e-03 6.003962718294070555e+02
5.949358710678958467e-03 6.000439963495333586e+02
5.985645747715995398e-03 6.004272803596303447e+02
6.007578340308588130e-03 6.001537051010486721e+02
6.055422044012291616e-03 6.004234578795221751e+02
6.080450562530809525e-03 6.003068543741669600e+02
6.115304636604883617e-03 6.005722845349480394e+02
6.156987229197476152e-03 6.005230567070130974e+02
6.187987229197476798e-03 6.006273353933279395e+02
6.228634266234512988e-03 6.006594870951722669e+02
6.257219081049327468e-03 6.007473326894333923e+02
6.293592044012290970e-03 6.009065550617888221e+02
6.333976488456734971e-03 6.006817074935580649e+02
6.374786858827106127e-03 6.009330623537539395e+02
6.403416118086364787e-03 6.008814767343504855e+02
6.447004636604884362e-03 6.012817296981985464e+02
6.477563155123402389e-03 6.009299186317957719e+02
6.521624266234513773e-03 6.013550355784035446e+02
6.561940192160439084e-03 6.009853981795337177e+02
6.596822044012290789e-03 6.013222051184091015e+02
6.642030932901180941e-03 6.008168160895302208e+02
6.666733895864142626e-03 6.009722517058906988e+02
6.717679081049327677e-03 6.006739910851152899e+02
6.745285006975253878e-03 6.009389211083122291e+02
6.791414636604883349e-03 6.006934964509009660e+02
6.822177229197475684e-03 6.007439031745701641e+02
6.869645747715995635e-03 6.006744197744733356e+02
6.900082784753031745e-03 6.005952194155969437e+02
6.963120192160439197e-03 6.006240487749173553e+02
6.975154636604884162e-03 6.005557799946680007e+02
7.018944266234512785e-03 6.007657663318242385e+02
7.057063525493773200e-03 6.005129825071019241e+02
7.093555006975254228e-03 6.008060631314690454e+02
7.145762044012292022e-03 6.006799212879000152e+02
7.157837599567846987e-03 6.009240598772375961e+02
7.208159081049329148e-03 6.006183329168117098e+02
7.237776118086364924e-03 6.009612844031505574e+02
7.279041303271550217e-03 6.007875223167388867e+02
7.327873155123402343e-03 6.010873190743800478e+02
7.361218340308587835e-03 6.008767254273000162e+02
7.397742784753032208e-03 6.011245436002931228e+02
7.444466118086364749e-03 6.010687782596500028e+02
7.487164266234513747e-03 6.012121391257621781e+02
7.515290932901179909e-03 6.013018780980208930e+02
7.575701303271550023e-03 6.012577945423811343e+02
7.610079081049329203e-03 6.013792208030130269e+02
7.659901673641921101e-03 6.012818725946511904e+02
7.690103525493772844e-03 6.014834994893279827e+02
7.737089821790068232e-03 6.014930735516547884e+02
7.779668340308587733e-03 6.018630681916561116e+02
7.828229821790069071e-03 6.016693006018746246e+02
7.852410562530810767e-03 6.020059646442973644e+02
7.908574636604883204e-03 6.018173056026978429e+02
7.949279081049328774e-03 6.021391084140459498e+02
7.993656858827106679e-03 6.019050440246194285e+02
8.035214636604883984e-03 6.022250249061963814e+02
8.074332784753031692e-03 6.018931478949372149e+02
8.123456858827106039e-03 6.022516036463875935e+02
8.165655006975254537e-03 6.020791990762760406e+02
8.214216118086365218e-03 6.022509248882375914e+02
8.253135747715995008e-03 6.020684461182148652e+02
8.300074266234512901e-03 6.020455469616789514e+02
8.339223525493773270e-03 6.020732331493783249e+02
8.385976858827106500e-03 6.019216200131259029e+02
8.428892044012290669e-03 6.020108588478002503e+02
8.464737599567846715e-03 6.018421695854575546e+02
8.504825006975254287e-03 6.021089929866516286e+02
8.550593895864143715e-03 6.018699629454960132e+02
8.594151673641921285e-03 6.019932111358991733e+02
8.634743525493773775e-03 6.015334417995260310e+02
8.682079451419699029e-03 6.019047939558274720e+02
8.719589451419698309e-03 6.016015676833227417e+02
8.774361673641921378e-03 6.018762146652992442e+02
8.810262414382661125e-03 6.014667091561426560e+02
8.857764266234512476e-03 6.019063658168065558e+02
8.898723525493772504e-03 6.013937605170692677e+02
8.950022044012292260e-03 6.017759370796582061e+02
8.989948340308587943e-03 6.015881354167744348e+02
9.033733525493772148e-03 6.018767148028833844e+02
9.088719081049327284e-03 6.017543239911962019e+02
9.118504636604882890e-03 6.017875831405484632e+02
9.179839081049327373e-03 6.017053462320534436e+02
9.201029451419697955e-03 6.015342991782418949e+02
9.259935377345625621e-03 6.016477589616390560e+02
9.287919821790068670e-03 6.014958243083682419e+02
9.340175377345624405e-03 6.016185366370739303e+02
9.380246488456735199e-03 6.014983964445157198e+02
9.428349451419697561e-03 6.018703559107408410e+02
9.466005377345624791e-03 6.015809191459161411e+02
9.511939451419697267e-03 6.018586384016242619e+02
9.540213155123402483e-03 6.014752472191878496e+02
9.595829821790068451e-03 6.019475199951671129e+02
9.627949821790070251e-03 6.018204136005427927e+02
9.671762784753032069e-03 6.021615788812238179e+02
9.720031303271550738e-03 6.020083581598792080e+02
9.764273525493772157e-03 6.021931589972574557e+02
9.812680192160439310e-03 6.021259619404028172e+02
9.848989451419699198e-03 6.021716173570216597e+02
9.897471303271551668e-03 6.022068413325978327e+02
9.941490192160439346e-03 6.022256322161201751e+02
9.987829451419698648e-03 6.022730023901707455e+02
1.002531204401229184e-02 6.022110567779507164e+02
1.007614389586414250e-02 6.024696993572313204e+02
1.011267389586414239e-02 6.022667863944807323e+02
1.016535537734562615e-02 6.025977345787979402e+02
1.020883352549377399e-02 6.022434228244738961e+02
1.024459648845673504e-02 6.026251349735919121e+02
1.030007278475303205e-02 6.023345907612590509e+02
1.033394834030858765e-02 6.026569651584177336e+02
1.038701500697525489e-02 6.024870970003404409e+02
1.042652537734562596e-02 6.027005128523600206e+02
1.048150834030858736e-02 6.025248573879508740e+02
1.051641796993821668e-02 6.027278775230408883e+02
1.057470352549377129e-02 6.026541072293648540e+02
1.060937352549377183e-02 6.028323348299215922e+02
1.066335982179007075e-02 6.028045414698829063e+02
1.069325056253080976e-02 6.027154812557741934e+02
1.075227019216043987e-02 6.029111779476663742e+02
1.078750315512340234e-02 6.028040056081854345e+02
1.082969871067895884e-02 6.031601750163937368e+02
1.087999315512340297e-02 6.027510624724818626e+02
1.091536945141969792e-02 6.032590236375083350e+02
1.096335685882710714e-02 6.028427662709643755e+02
1.099871648845673552e-02 6.033703756982290543e+02
1.104609352549377338e-02 6.029209306305591554e+02
1.109112796993821752e-02 6.032672044594221461e+02
1.113891130327154984e-02 6.029297187623965328e+02
1.118466315512340117e-02 6.032820656904966654e+02
1.123179278475303251e-02 6.028938160286705852e+02
1.127216389586414326e-02 6.032574517765293649e+02
1.131477241438266085e-02 6.029225739397645611e+02
1.137460685882710557e-02 6.031574242596805107e+02
1.140844574771599645e-02 6.030598617066395946e+02
1.147314426623451296e-02 6.031014445743581973e+02
1.149823685882710514e-02 6.030823321738174627e+02
1.155736130327155060e-02 6.029423293743423073e+02
1.159439315512340342e-02 6.029884492044320723e+02
1.164812241438266220e-02 6.028389437908562059e+02
1.168465019216043989e-02 6.030540029520813050e+02
1.173188352549377200e-02 6.027425601335497731e+02
1.177410908104932659e-02 6.030315324849034369e+02
1.183094315512340372e-02 6.026594301222256718e+02
1.185324871067895691e-02 6.030006668511330190e+02
1.190508463660488320e-02 6.026084518127460115e+02
1.195289537734562507e-02 6.029207877341065114e+02
1.199893463660488442e-02 6.026336730366372194e+02
1.205089871067895751e-02 6.028680589430817918e+02
1.209156796993821753e-02 6.027239478705932925e+02
1.212897537734562541e-02 6.028724887331137552e+02
1.218031796993821608e-02 6.028343353802586080e+02
1.223364426623451372e-02 6.029483310253531272e+02
1.226470834030858603e-02 6.030130631183996002e+02
1.231643167364192097e-02 6.028182952534496053e+02
1.234706204401229100e-02 6.030187789765052457e+02
1.240602315512340237e-02 6.029006393342841648e+02
1.244431685882710706e-02 6.033032500896008514e+02
1.248303463660488388e-02 6.030955500956866899e+02
1.254174834030858700e-02 6.034631154959930655e+02
1.257219648845673589e-02 6.030959073368184136e+02
1.262681204401229149e-02 6.033881663065828889e+02
1.266340796993821634e-02 6.031079106388401669e+02
1.271547611808636520e-02 6.033914172008804826e+02
1.276074019216043819e-02 6.032096886372338531e+02
1.280261241438266154e-02 6.034210682148034266e+02
1.284945945141969907e-02 6.032452698539415223e+02
1.289643130327155010e-02 6.033950967845358946e+02
1.294303908104932690e-02 6.032102602230445427e+02
1.299239500697525404e-02 6.033348659297477070e+02
1.303880908104932887e-02 6.034055996738051135e+02
1.306810389586414434e-02 6.032996419541716477e+02
1.312967315512340166e-02 6.035446021981118747e+02
1.316468537734562412e-02 6.032768856940884916e+02
1.322357241438266301e-02 6.036228737300460807e+02
1.324983167364192013e-02 6.034443603365840545e+02
1.330235574771599510e-02 6.038072816021795006e+02
1.334881204401229191e-02 6.034610077733167373e+02
1.339279241438266072e-02 6.038672981122887222e+02
1.342838611808636583e-02 6.034496117812185503e+02
1.348055685882710610e-02 6.039096311863837627e+02
1.351436611808636522e-02 6.036288039328306922e+02
1.356326167364192183e-02 6.040245556584205815e+02
1.360939130327155216e-02 6.037362620652168061e+02
1.365523167364192034e-02 6.039961549884581018e+02
1.370359204401229089e-02 6.037826676882122001e+02
1.373875537734562530e-02 6.038596174279592788e+02
1.379435093290118028e-02 6.038088534631586981e+02
1.383306648845673489e-02 6.038151766311879101e+02
1.388565093290118103e-02 6.039078449807258266e+02
1.392115426623451342e-02 6.038594030832804265e+02
1.396987796993821689e-02 6.040977543662860398e+02
1.401452389586414250e-02 6.039753635545987436e+02
1.406070871067895828e-02 6.042586200478468754e+02
1.410495204401229080e-02 6.038883396149402643e+02
1.415037500697525520e-02 6.042089635305540014e+02
1.420450834030858797e-02 6.039680043872878059e+02
1.423779537734562624e-02 6.044001589841878967e+02
1.430253241438266161e-02 6.041027914662416833e+02
1.433985500697525402e-02 6.044052675323698622e+02
1.439356537734562576e-02 6.040078724975747946e+02
1.442724982179006792e-02 6.042506535706120303e+02
1.449121204401229192e-02 6.039752921063725353e+02
1.451437204401229142e-02 6.042026760866377799e+02
1.457413093290117929e-02 6.039582517043950247e+02
1.461261796993821617e-02 6.040440610242061439e+02
1.467489945141969843e-02 6.041749541748254160e+02
1.470890389586414389e-02 6.040662814225918282e+02
1.476706019216044059e-02 6.042097137369304392e+02
1.480059019216044096e-02 6.040261989676258736e+02
1.485278834030858731e-02 6.042141435269622889e+02
1.490278982179006791e-02 6.039230991770451737e+02
1.494010685882710653e-02 6.042382573033454491e+02
1.499243759956784584e-02 6.038742643143551732e+02
1.502661315512340313e-02 6.042537258443437622e+02
1.507911834030858760e-02 6.040274850356997831e+02
1.512669685882710516e-02 6.044134840783966638e+02
1.517588204401229025e-02 6.039611453575608948e+02
1.521610056253080989e-02 6.042165727666571229e+02
1.527475389586414357e-02 6.040069079465192772e+02
1.530439834030858717e-02 6.042047838093143355e+02
1.536499982179006900e-02 6.040838576862665832e+02
1.541059389586414349e-02 6.041137587689818247e+02
1.546295759956784789e-02 6.040596724616571009e+02
1.550302871067895695e-02 6.041490541927842060e+02
1.555049389586414359e-02 6.041874218903182054e+02
1.560502426623451393e-02 6.040335581349369249e+02
1.564148241438266182e-02 6.042410437841720068e+02
1.569459685882710481e-02 6.040393454412688925e+02
1.573669204401229038e-02 6.042578698414704377e+02
1.578459426623451262e-02 6.039498922619154655e+02
1.582768093290118014e-02 6.044618188035027515e+02
1.588153130327155105e-02 6.041335142035594572e+02
1.591931945141969798e-02 6.044822529962302724e+02
1.597264130327155293e-02 6.042228602105733444e+02
1.601248278475303141e-02 6.045355890971786721e+02
1.606358834030858704e-02 6.042045694646353695e+02
1.610858426623451231e-02 6.044491367433307687e+02
1.615938834030858709e-02 6.042360066842163633e+02
1.620664167364192082e-02 6.044981145024735270e+02
1.624988574771599539e-02 6.042272900006051941e+02
1.629675834030858833e-02 6.042990240198309948e+02
1.634074982179006819e-02 6.043634703199724072e+02
1.639226352549377416e-02 6.043838687885869376e+02
1.643414130327154957e-02 6.044200930393313911e+02
1.647940463660488297e-02 6.042008541568666260e+02
1.652359241438266374e-02 6.043119204246820573e+02
1.657098056253080917e-02 6.040888947862222267e+02
1.661437611808636375e-02 6.043885486474108575e+02
1.665646908104932711e-02 6.040206260059728720e+02
1.670340759956784674e-02 6.043693290745306967e+02
1.673907426623451322e-02 6.040170535946568862e+02
1.680203463660488380e-02 6.043907992665399433e+02
1.684219611808636385e-02 6.040006562267161598e+02
1.688842278475303008e-02 6.044944349188181150e+02
1.693830500697525443e-02 6.040067650500666332e+02
1.698309463660488405e-02 6.043127063551715992e+02
1.702681574771599746e-02 6.040583506694702010e+02
1.708672056253080981e-02 6.042989525716047865e+02
1.712290056253081005e-02 6.040687106622866622e+02
1.718072834030858614e-02 6.042438302649985644e+02
1.722073167364192303e-02 6.042788041717823262e+02
1.726532500697525521e-02 6.042285046204527816e+02
1.732129574771599373e-02 6.042961660907784562e+02
1.735572315512340022e-02 6.040133382868881426e+02
1.740915204401229099e-02 6.042193592474836805e+02
1.744975167364191948e-02 6.039979769182292557e+02
1.749972352549377178e-02 6.043165288352797688e+02
