# eto sig
7.086418090417071110e-03 4.989201660345251526e+02
7.131783090417070578e-03 4.988884412225290816e+02
7.176219757083737889e-03 4.988653751644300200e+02
7.218419757083737072e-03 4.989205253189191467e+02
7.259278757083737800e-03 4.988236622462789569e+02
7.296671423750403923e-03 4.988047998155905134e+02
7.342669757083737300e-03 4.988644410250054761e+02
7.380347423750404333e-03 4.990107416302691377e+02
7.426784757083737358e-03 4.990808739439908095e+02
7.469986757083738223e-03 4.990956405325870264e+02
7.504261423750404475e-03 4.991381438764050245e+02
7.547745090417071201e-03 4.991544913163349975e+02
7.589582090417071499e-03 4.992134498854012463e+02
7.636455757083738041e-03 4.992244080594201705e+02
7.677106090417070913e-03 4.993149477267248812e+02
7.711756757083737882e-03 4.993221693430456298e+02
7.760086423750404798e-03 4.994595237668970640e+02
7.800876423750404548e-03 4.995280393008454780e+02
7.840025757083738181e-03 4.996214891717420414e+02
7.890378423750404532e-03 4.996337048411402861e+02
7.929630090417071411e-03 4.997160528242603164e+02
7.971481757083738462e-03 4.997781012391154718e+02
8.015101090417069835e-03 4.997436817941639333e+02
8.063046090417070461e-03 4.997041605108166209e+02
8.094205757083737865e-03 4.997404482346173040e+02
8.141407423750404368e-03 4.997077892831967461e+02
8.176127090417071447e-03 4.997618975129430510e+02
8.218651090417071828e-03 4.998710481118603752e+02
8.266193423750404362e-03 4.999693842505162138e+02
8.301084090417071640e-03 5.000142588713351302e+02
8.352326423750406487e-03 5.000170612896088187e+02
8.394205423750406361e-03 5.001870746648808677e+02
8.434671090417070888e-03 5.002486560100238080e+02
8.474820757083738679e-03 5.002981294710866109e+02
8.520967757083738534e-03 5.003461298661338787e+02
8.559623423750405136e-03 5.003630162326550135e+02
8.606310757083738411e-03 5.004382863132118473e+02
8.652392090417071469e-03 5.004000943821226315e+02
8.688752757083738690e-03 5.001855656704257740e+02
8.738862423750406311e-03 5.001518288658230063e+02
8.770932757083738096e-03 5.001564636345063946e+02
8.809064757083737845e-03 5.002886802915227804e+02
8.853913090417072848e-03 5.003512317045296527e+02
8.889913423750403845e-03 5.004681787747981048e+02
8.928423090417072702e-03 5.005504549010393021e+02
8.970247757083738352e-03 5.005641077080137507e+02
9.005117423750404540e-03 5.006683361107323549e+02
9.040411090417071333e-03 5.007026118419262843e+02
9.076436423750406518e-03 5.009086614419231864e+02
9.118131757083737521e-03 5.009860872288444398e+02
9.154790423750404013e-03 5.010807227382413771e+02
9.190482757083737533e-03 5.011297650580314667e+02
9.228532423750405653e-03 5.011142439722077597e+02
9.261460090417070537e-03 5.010881239967591227e+02
9.295163423750406675e-03 5.010824113748935247e+02
9.328059423750404214e-03 5.009541827746513718e+02
9.353549090417072331e-03 5.007927562963974424e+02
9.379725423750404772e-03 5.004890531980933588e+02
9.409976757083738166e-03 5.003964296813031183e+02
9.441646757083737435e-03 5.002411828946272863e+02
9.466271423750404618e-03 5.000729300128861041e+02
9.489660423750405013e-03 4.997093342060912278e+02
9.509670757083737297e-03 4.991282276271288083e+02
9.531932090417073039e-03 4.984440423555087705e+02
9.549662423750404985e-03 4.975089687915124159e+02
9.557741757083739256e-03 4.965068527595832961e+02
9.579075423750405688e-03 4.954330594910380796e+02
9.602596423750405993e-03 4.943494218300953662e+02
9.617895757083739020e-03 4.934569234667958995e+02
9.641771423750406661e-03 4.927148215508524345e+02
9.656821757083738911e-03 4.921161100365807783e+02
9.676578423750406208e-03 4.916325850990466506e+02
9.700837757083739799e-03 4.912427615314849163e+02
9.710954423750405365e-03 4.908919203206794464e+02
9.728755423750404946e-03 4.906962899681104204e+02
9.740127090417072600e-03 4.907290926332887580e+02
9.756039423750405629e-03 4.908373450212208127e+02
9.763767090417070985e-03 4.908770459467650653e+02
9.781963423750405714e-03 4.909755617276180146e+02
9.795489757083738688e-03 4.910867243191420926e+02
9.808102090417072233e-03 4.912768216920424038e+02
9.820295423750404276e-03 4.914139605452574528e+02
9.837215090417071248e-03 4.917256756855491631e+02
9.851856090417072248e-03 4.920571514675144726e+02
9.867727757083739198e-03 4.923298123941712561e+02
9.878295423750405035e-03 4.926319346411413562e+02
9.889239090417072456e-03 4.928979847349473289e+02
9.908629423750404952e-03 4.931022019845344744e+02
9.914353423750405306e-03 4.934267435776943671e+02
9.929552423750405768e-03 4.936890211853625487e+02
9.950136090417071449e-03 4.938740167198671998e+02
9.963765757083738878e-03 4.941110366346325691e+02
9.977804423750404397e-03 4.943752903064681732e+02
9.988844423750404752e-03 4.946277953786178045e+02
1.000494042375040492e-02 4.948561565394862782e+02
1.001975809041707154e-02 4.950198105809832896e+02
1.003604109041707042e-02 4.951518475958025647e+02
1.005238575708373820e-02 4.956408336561264605e+02
1.007059509041707303e-02 4.959531955083274966e+02
1.008577042375040540e-02 4.961635565210532377e+02
1.010730842375040517e-02 4.964430438511971602e+02
1.012601242375040650e-02 4.966561713537572018e+02
1.014199442375040595e-02 4.968835265183221850e+02
1.016079975708373759e-02 4.971413849279434203e+02
1.017927909041707255e-02 4.972972065696498021e+02
1.020097342375040489e-02 4.974194351205111957e+02
1.021905242375040559e-02 4.977810907915780945e+02
1.023343209041707204e-02 4.980540750741894840e+02
1.024883775708373794e-02 4.982650109419456044e+02
1.026508509041707158e-02 4.985490971123337545e+02
1.028335775708373936e-02 4.989176869722060701e+02
1.030133442375040682e-02 4.993021572022960868e+02
1.032775242375040363e-02 4.995958362660057333e+02
1.035058775708373908e-02 4.998803176492272655e+02
1.036992942375040451e-02 5.001183794887355134e+02
1.038476009041707296e-02 5.004341904711195070e+02
1.040254309041707161e-02 5.007230191955092096e+02
1.043073042375040373e-02 5.009685182219745911e+02
1.044528475708373857e-02 5.012317658975068184e+02
1.047221709041707208e-02 5.015671578793674712e+02
1.049624875708373914e-02 5.018615914403046077e+02
1.051613775708373777e-02 5.022884572288945151e+02
1.054147575708373925e-02 5.025563037446707995e+02
1.056379175708373891e-02 5.028448450415451703e+02
1.058670675708373726e-02 5.031667638586283715e+02
1.061199609041707168e-02 5.035431501898519855e+02
1.063318842375040631e-02 5.036996904003466398e+02
1.065866842375040591e-02 5.039195005926362114e+02
1.068077175708373808e-02 5.041190112166610788e+02
1.070349209041707161e-02 5.041818141287438380e+02
1.072737575708373851e-02 5.044023428898216252e+02
1.074570709041707331e-02 5.046644767837321979e+02
1.077336175708373811e-02 5.047861304795629849e+02
1.080015575708373823e-02 5.050294378712245020e+02
1.082533175708373999e-02 5.052931526164690013e+02
1.085203975708373854e-02 5.055302443881131467e+02
1.087868209041707203e-02 5.056754312117552672e+02
1.089538442375040557e-02 5.057938513480394818e+02
1.092246475708373923e-02 5.060232185052112186e+02
1.094352009041707138e-02 5.061922258841798907e+02
1.097879709041707161e-02 5.063614129053456736e+02
1.100081309041707131e-02 5.065679295750547908e+02
1.102866709041707208e-02 5.068004943633337689e+02
1.105611309041707249e-02 5.070403526248123285e+02
1.107679809041707195e-02 5.072419111698833376e+02
1.110534842375040555e-02 5.073315526262027788e+02
1.113140675708373939e-02 5.074747274572381457e+02
1.116135109041707131e-02 5.075497819671585376e+02
1.118669409041707190e-02 5.077781431280268976e+02
1.121097009041707206e-02 5.078457245225507677e+02
1.124265175708373879e-02 5.079131622033169720e+02
1.126914609041707212e-02 5.081642660663297875e+02
1.129934875708373844e-02 5.084041961846870663e+02
1.132675409041707278e-02 5.086023774564538940e+02
1.136188709041707247e-02 5.087547858964167631e+02
1.139166342375040435e-02 5.089323442439641667e+02
1.141975609041707106e-02 5.090824891922444522e+02
1.145163275708373923e-02 5.091455795318423725e+02
1.148045742375040403e-02 5.092267418764619720e+02
1.150790342375040617e-02 5.093444434439579140e+02
1.153610842375040607e-02 5.094872949190386180e+02
1.156587109041707154e-02 5.096537513788094316e+02
1.160732209041707118e-02 5.097816566230969784e+02
1.163630175708373939e-02 5.100178861121953560e+02
1.166569975708373758e-02 5.100728206960481543e+02
1.170446875708373684e-02 5.101987858046077235e+02
1.173137609041707309e-02 5.102161033124016853e+02
1.176079709041707305e-02 5.102970141579453980e+02
1.179361642375040438e-02 5.103809070639596825e+02
1.182176175708373952e-02 5.105351478543323083e+02
1.185329742375040504e-02 5.106691250048795609e+02
1.189351975708373942e-02 5.107663114334744705e+02
1.192075109041707166e-02 5.109295343336986548e+02
1.194902042375040573e-02 5.109755586645785002e+02
1.198536142375040449e-02 5.111055836867909647e+02
1.202061575708373957e-02 5.113040883145125122e+02
1.204824742375040607e-02 5.114147119794454284e+02
1.208551209041707278e-02 5.115728689697133404e+02
1.211252909041707175e-02 5.117028580634864738e+02
1.214853809041707179e-02 5.117545950162319741e+02
1.218399009041707184e-02 5.117878288226830250e+02
1.221605942375040416e-02 5.119292431601874682e+02
1.225196709041707216e-02 5.120960948327917777e+02
1.228825742375040490e-02 5.122313654071576821e+02
1.231996509041707183e-02 5.123528394607914151e+02
1.234913375708373943e-02 5.124173310095261513e+02
1.237792075708373830e-02 5.124208879250273867e+02
1.241252509041707204e-02 5.125063616823757684e+02
1.243992642375040501e-02 5.125340265807188871e+02
1.247426475708373825e-02 5.126685426578571878e+02
1.250850142375040455e-02 5.128082683587094834e+02
1.254538775708373931e-02 5.129226285813407458e+02
1.257288742375040416e-02 5.131152409449995275e+02
1.260234009041707320e-02 5.132231699769770330e+02
1.263632075708373895e-02 5.133615663255712889e+02
1.267204575708373929e-02 5.134454951600250752e+02
1.270495142375040534e-02 5.135425019464229308e+02
1.273983809041707126e-02 5.134996033897713232e+02
1.277173242375040547e-02 5.136990062284780834e+02
1.281103475708373837e-02 5.138243964820071596e+02
1.284460509041707166e-02 5.139726012945593538e+02
1.287129609041707222e-02 5.140331047865201981e+02
1.291167142375040586e-02 5.141948546207286199e+02
1.294986309041707209e-02 5.142114894881739247e+02
1.296889175708373920e-02 5.142952386804306570e+02
1.301132642375040643e-02 5.143217179402734018e+02
1.304074509041707255e-02 5.144250122035673485e+02
1.306586242375040556e-02 5.143096459846327662e+02
1.309661375708373772e-02 5.143983533015276635e+02
1.313215275708373882e-02 5.145868698230941618e+02
1.316887142375040495e-02 5.146930383615406299e+02
1.319969575708373859e-02 5.147754941299788243e+02
1.323556509041707088e-02 5.148131112060375472e+02
1.326903675708373913e-02 5.149510045564801430e+02
1.329672809041707211e-02 5.151485031878981999e+02
1.332771375708373916e-02 5.151683356864507459e+02
1.336538775708373886e-02 5.153182650640944757e+02
1.339819609041707077e-02 5.155248176622430947e+02
1.343649209041707267e-02 5.156289382796434211e+02
1.347304675708373839e-02 5.157042802170790310e+02
1.350430542375040573e-02 5.157670831291617333e+02
1.353851642375040500e-02 5.157977660164150393e+02
1.357501542375040386e-02 5.159227610571106197e+02
1.360983142375040561e-02 5.161122117181016620e+02
1.364313742375040418e-02 5.161897452903410795e+02
1.367935542375040524e-02 5.162026795285274829e+02
1.371259175708373738e-02 5.162385361110552822e+02
1.374684275708373815e-02 5.161592779737243291e+02
1.377790775708373841e-02 5.163128001953086823e+02
1.381267909041707272e-02 5.164864782714003013e+02
1.385233875708373995e-02 5.164566576666927631e+02
1.388009775708373868e-02 5.166273896107529708e+02
1.392082275708373708e-02 5.167239652558779426e+02
1.395482509041707196e-02 5.166743480810573601e+02
1.398137309041707320e-02 5.167313665143956314e+02
1.401392709041707207e-02 5.168242056018224275e+02
1.405222309041707224e-02 5.168045168170275474e+02
1.408424575708373989e-02 5.168699425051869412e+02
1.411545775708373737e-02 5.170372971759429674e+02
1.414650775708373859e-02 5.170844352884444106e+02
1.417460242375040598e-02 5.172064123402298037e+02
1.421100975708373786e-02 5.172412269980148949e+02
1.424418175708373931e-02 5.173070478990077845e+02
1.427675575708373806e-02 5.174109529457716690e+02
1.431059442375040569e-02 5.175121633595800859e+02
1.433924342375040434e-02 5.176028826690817368e+02
1.437769042375040482e-02 5.176537573392814693e+02
1.440631342375040501e-02 5.176924881969617900e+02
1.444061775708373879e-02 5.177728241874750665e+02
1.447715742375040547e-02 5.178148963900200670e+02
1.450956942375040450e-02 5.179593287164346975e+02
1.453939375708373886e-02 5.179924906660070292e+02
1.457332975708373717e-02 5.180367185749165628e+02
1.460660975708373902e-02 5.181531267185939669e+02
1.463916109041707263e-02 5.181849233874687570e+02
