# MTS793|MPT|FRA|1|2|,|/|:|33|1|1|A									
# 									
# Acquisition de donn?s						Temps:	67,923828	s	26.7.2017 22:18
# Temps	Ch 1 Displacement	Ch 1 Force	Ch 1 Extenso1						
# s	mm	kN	mm						
0.11914063	0.001544035	0.097813249	7.49E-05						
0.21875	0.000721824	0.099797331	0.000197031						
0.31835938	0.001864315	0.105109	0.000117682						
0.41796875	0.000874794	0.1061257	0.000126474						
0.51757813	0.001539255	0.11434808	0.000134669						
0.6171875	0.000559294	0.11795573	0.000174493						
0.71679688	0.00113293	0.1321144	0.000229925						
0.81640625	0.000258136	0.14328328	-4.41E-05						
0.91601563	0.00081265	0.16090605	0.000420734						
1.015625	-0.000449348	0.18887568	0.00025969						
1.1152344	-0.000344181	0.21982142	0.000418015						
1.2148438	-0.000573635	0.26191604	0.000810884						
1.3144531	-0.001649202	0.31933731	0.000832789						
1.4140625	-0.000291598	0.4210721	0.001458973						
1.5136719	0.000468469	0.5830974	0.002310798						
1.6132813	0.003915061	0.80311972	0.003242679						
1.7128906	0.007562426	1.0469885	0.004521385						
1.8125	0.010134225	1.2953554	0.005562119						
1.9121094	0.013843733	1.5271814	0.006905496						
2.0117188	0.016262561	1.7403574	0.00761617						
2.1113281	0.018351551	1.9223094	0.009037033						
2.2109375	0.020521805	2.0827453	0.009511076						
2.3105469	0.021740779	2.2241387	0.010330789						
2.4101563	0.024326919	2.3545027	0.010779239						
2.5097656	0.025541114	2.4677746	0.011735						
2.609375	0.026377665	2.568527	0.011724159						
2.7089844	0.029078532	2.6362481	0.012202077						
2.8085938	0.026956081	2.6300974	0.012255535						
2.9082031	0.028390169	2.6310961	0.012027584						
3.0078125	0.02744367	2.6336076	0.012190603						
3.1074219	0.028657865	2.6202819	0.011768565						
3.2070313	0.028528798	2.631218	0.012058243						
3.3066406	0.029341448	2.7364197	0.012331568						
3.40625	0.032042313	2.8838046	0.013012365						
3.5058594	0.03783603	3.2917492	0.015127547						
3.6054688	0.044059973	3.7126961	0.016895197						
3.7050781	0.046937712	3.9889045	0.018230453						
3.8046875	0.051077448	4.2368274	0.019451864						
3.9042969	0.055647407	4.4927039	0.020720288						
4.0039063	0.059170485	4.7555575	0.021931194						
4.1035156	0.064997666	5.0960765	0.023740865						
4.203125	0.069242567	5.3983483	0.024970435						
4.3027344	0.073458783	5.609951	0.026085675						
4.4023438	0.075399585	5.7802501	0.026651509						
4.5019531	0.07691016	5.8172717	0.027016923						
4.6015625	0.077957042	5.8481312	0.026890449						
4.7011719	0.078086108	5.880044	0.027400292						
4.8007813	0.079534538	5.9193892	0.027450174						
4.9003906	0.078621507	5.962359	0.027794503						
5	0.081355833	6.0082731	0.027560815						
5.0996094	0.081676111	6.0429821	0.027959459						
5.1992188	0.082503103	6.0880013	0.028006993						
5.2988281	0.083908506	6.1272149	0.028244779						
5.3984375	0.083325312	6.1761384	0.028626621						
5.4980469	0.085266113	6.2181735	0.028624386						
5.5976563	0.085385621	6.2663088	0.028879903						
5.6972656	0.087020479	6.3098016	0.029191002						
5.796875	0.086537674	6.3673568	0.029467791						
5.8964844	0.088483252	6.4206872	0.029557124						
5.9960938	0.0883255	6.4792762	0.02999723						
6.0957031	0.089109473	6.5306921	0.030219704						
6.1953125	0.089812174	6.5899887	0.030473359						
6.2949219	0.091829456	6.6424365	0.030518621						
6.3945313	0.092269242	6.701375	0.030802749						
6.4941406	0.093469098	6.7576566	0.031049177						
6.59375	0.094396472	6.8140602	0.031451881						
6.6933594	0.094960548	6.8758202	0.031604171						
6.7929688	0.096915692	6.9316993	0.031772852						
6.8925781	0.096834429	6.9892583	0.032199211						
6.9921875	0.097933896	7.0453963	0.032058842						
7.0917969	0.098813467	7.1102009	0.032496974						
7.1914063	0.10044355	7.1507578	0.032978095						
7.2910156	0.099693045	7.2216382	0.033251531						
7.390625	0.1022983	7.2834711	0.033630878						
7.4902344	0.10271897	7.3455877	0.033936985						
7.5898438	0.10434427	7.408093	0.034232438						
7.6894531	0.10514258	7.4787192	0.034834482						
